HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	LIUM-NMT.4733	18	REF	1635	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	19	SYSTEM	2655	0.447281735618692	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	20	SYSTEM	862	-0.40809974520669	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-B.0	21	SYSTEM	2599	-0.601250402167261	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	22	SYSTEM	1157	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-B.0	23	SYSTEM	2724	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-A.0	24	REF	357	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	uedin-nmt.4723	25	REPEAT	1084	0.281724029652489	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	26	SYSTEM	2057	-1.51181778498138	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	27	BAD_REF	1509	-0.159763186257386	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	LIUM-NMT.4733	28	SYSTEM	1635	-1.48422483398701	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	29	SYSTEM	2107	0.999140755506035	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	30	SYSTEM	2519	1.0267337065004	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-A.0	31	SYSTEM	873	0.585246490590528	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	32	SYSTEM	1741	-0.932365814099667	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	33	BAD_REF	2074	-0.932365814099667	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	34	BAD_REF	1392	-1.04273761807714	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	35	SYSTEM	2147	-1.51181778498138	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	36	BAD_REF	2514	-1.51181778498138	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	37	SYSTEM	890	0.778397147551098	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	38	SYSTEM	2642	-1.12551647106024	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	uedin-nmt.4723	39	SYSTEM	1662	1.05432665749477	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	40	SYSTEM	948	1.08191960848914	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958+KIT.4951	41	SYSTEM	169	-0.242542039240487	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	42	SYSTEM	118	-1.51181778498138	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	43	SYSTEM	138	-0.242542039240487	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	44	REPEAT	2057	-0.242542039240487	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	45	SYSTEM	2109	-1.0703305690715	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	46	SYSTEM	1133	0.419688784624325	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	47	SYSTEM	56	-0.159763186257386	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	48	SYSTEM	1109	-0.932365814099667	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	49	SYSTEM	1966	-0.242542039240487	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	50	REF	890	-0.463285647195425	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	uedin-nmt.4723	51	SYSTEM	1562	-0.877179912110932	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	52	SYSTEM	1035	0.530060588601793	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	53	REF	1109	0.888768951528567	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	54	SYSTEM	2087	0.750804196556731	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	55	SYSTEM	2453	-0.711622206144729	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	56	REPEAT	1966	0.0333874707031843	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	57	REF	1316	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	58	SYSTEM	1392	-1.34626007901517	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	59	SYSTEM	662	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-B.0	60	SYSTEM	1809	0.309316980646856	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	61	BAD_REF	2872	-0.959958765094034	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	62	BAD_REF	301	-1.59459663796448	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	63	SYSTEM	2514	-1.1531094220546	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	KIT.4951	64	REPEAT	2563	0.17135222567502	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	65	REPEAT	2107	1.08191960848914	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	66	SYSTEM	791	0.474874686613059	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	67	BAD_REF	361	-0.9047728631053	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	68	SYSTEM	1607	-0.932365814099667	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830+uedin-nmt.4723	69	SYSTEM	294	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	70	REPEAT	2044	0.226538127663755	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	71	SYSTEM	1990	1.1095125594835	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	uedin-nmt.4723	72	SYSTEM	1200	-0.601250402167261	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846+uedin-nmt.4723	73	SYSTEM	1933	1.08191960848914	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	LIUM-NMT.4733	74	SYSTEM	2932	-1.59459663796448	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	75	SYSTEM	2074	-1.56700368697011	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	76	REF	894	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	77	BAD_REF	862	-1.53941073597574	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	78	SYSTEM	1316	0.447281735618692	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	79	REF	56	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846+online-B.0+TALP-UPC.4830+KIT.4951	80	REPEAT	1241	1.1095125594835	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	KIT.4951	81	SYSTEM	470	1.1095125594835	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	LIUM-NMT.4733	82	BAD_REF	1357	-0.987551716088401	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846	83	SYSTEM	301	1.08191960848914	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-B.0+C-3MA.4958+LIUM-NMT.4733	84	SYSTEM	200	1.1095125594835	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	85	SYSTEM	794	-1.59459663796448	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-B.0	86	REPEAT	1375	0.226538127663755	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-A.0	87	SYSTEM	357	0.447281735618692	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	LIUM-NMT.4733	88	SYSTEM	1357	-0.187356137251753	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	89	SYSTEM	1509	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	90	SYSTEM	361	-0.766808108133464	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	91	REPEAT	1741	0.502467637607426	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-F.0	92	SYSTEM	2872	0.226538127663755	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	93	SYSTEM	1503	-1.45663188299264	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	TALP-UPC.4830	94	SYSTEM	2422	-0.132170235263019	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	RWTH-nmt-ensemble.4920	95	SYSTEM	2044	-0.242542039240487	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	SYSTRAN.4846+online-B.0+TALP-UPC.4830+KIT.4951	96	SYSTEM	1241	1.13710551047787	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	97	SYSTEM	1316	0.419688784624325	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	online-G.0	98	SYSTEM	1617	0.00579451970881713	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0916	de	en	ad	0	C-3MA.4958	99	SYSTEM	2274	-1.04273761807714	1414
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-B.0	0	SYSTEM	1809	-0.286610186262501	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	uedin-nmt.4723	1	SYSTEM	1662	0.600516580740478	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-G.0	2	SYSTEM	2087	0.80523814235655	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	3	REPEAT	1966	0.702877361548514	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	4	SYSTEM	662	1.11232048478066	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	5	SYSTEM	2422	1.18056100531935	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	KIT.4951	6	REPEAT	2563	-0.252489925993155	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	uedin-nmt.4723	7	REPEAT	1084	-0.798414090302681	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	LIUM-NMT.4733	8	SYSTEM	1357	-0.900774871110717	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	9	BAD_REF	301	-0.934895131380062	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	10	REPEAT	1741	-0.593692528686609	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	11	SYSTEM	2519	-1.13961669299613	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-G.0	12	SYSTEM	2057	-1.44669903542024	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	13	SYSTEM	2453	-1.68554085730566	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	LIUM-NMT.4733	14	REPEAT	353	-1.95850293946042	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958+KIT.4951	15	SYSTEM	169	0.566396320471133	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	16	SYSTEM	741	-1.00313565191875	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-G.0	17	SYSTEM	890	0.532276060201787	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	18	SYSTEM	1990	-1.7879016381137	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	19	BAD_REF	862	0.0204721561616073	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846+online-B.0+TALP-UPC.4830+KIT.4951	20	REPEAT	1241	0.634636841009823	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	21	SYSTEM	56	-1.20785721353482	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	22	SYSTEM	1607	0.80523814235655	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	23	SYSTEM	2147	-0.525452008147918	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	24	SYSTEM	862	-1.31021799434286	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	uedin-nmt.4723	25	SYSTEM	1200	-1.27609773407352	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	26	SYSTEM	2274	-0.661933049225299	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-A.0	27	SYSTEM	357	-0.388970967070537	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-A.0	28	SYSTEM	2151	0.498155799932442	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	29	REPEAT	2107	-0.354850706801191	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	30	SYSTEM	1503	0.29343423831637	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	31	SYSTEM	2109	-1.10549643272679	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	32	SYSTEM	1109	-1.4125787751509	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	LIUM-NMT.4733	33	REF	1635	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	KIT.4951	34	SYSTEM	2563	-1.13961669299613	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	35	SYSTEM	894	-0.354850706801191	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	36	BAD_REF	2074	-0.354850706801191	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	KIT.4951	37	SYSTEM	470	-0.320730446531846	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	uedin-nmt.4723	38	SYSTEM	830	-1.20785721353482	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	39	SYSTEM	118	-1.27609773407352	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	40	REPEAT	2044	0.464035539663097	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	LIUM-NMT.4733	41	SYSTEM	353	-1.75378137784435	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	42	SYSTEM	361	0.0887126767002979	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	43	SYSTEM	791	-0.661933049225299	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	44	REF	2519	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846+uedin-nmt.4723+online-A.0	45	SYSTEM	1220	0.941719183433931	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830+uedin-nmt.4723	46	SYSTEM	294	1.00995970397262	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	47	SYSTEM	1741	-0.525452008147918	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	48	REF	56	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	49	BAD_REF	1509	-1.82202189838304	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	50	BAD_REF	2514	-1.37845851488155	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-B.0	51	SYSTEM	2599	-0.286610186262501	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846	52	SYSTEM	301	0.975839443703277	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	53	SYSTEM	138	-1.17373695326548	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-B.0	54	SYSTEM	1375	-0.866654610841371	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	55	SYSTEM	2655	-1.17373695326548	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846+online-B.0+TALP-UPC.4830+KIT.4951	56	SYSTEM	1241	0.566396320471133	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	57	SYSTEM	794	-1.65142059703631	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	58	SYSTEM	2872	-1.07137617245744	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	59	SYSTEM	1316	-1.34433825461221	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	60	BAD_REF	2147	-1.34433825461221	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	61	REF	1316	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	62	SYSTEM	2514	-1.20785721353482	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	63	SYSTEM	2044	-0.969015391649407	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-B.0+C-3MA.4958+LIUM-NMT.4733	64	SYSTEM	200	0.532276060201787	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	65	SYSTEM	1316	-1.17373695326548	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	66	SYSTEM	1392	-1.00313565191875	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	LIUM-NMT.4733	67	SYSTEM	2932	-1.75378137784435	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-G.0	68	SYSTEM	2642	0.395795019124406	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	SYSTRAN.4846+uedin-nmt.4723	69	SYSTEM	1933	0.907598923164586	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	uedin-nmt.4723	70	SYSTEM	1562	0.361674758855061	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	LIUM-NMT.4733	71	SYSTEM	445	0.771117882087205	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	TALP-UPC.4830	72	BAD_REF	1392	0.771117882087205	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-F.0	73	REF	1109	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	74	SYSTEM	948	0.634636841009823	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	75	REF	1990	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	C-3MA.4958	76	SYSTEM	1133	0.566396320471133	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	RWTH-nmt-ensemble.4920	77	SYSTEM	1966	0.702877361548514	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	online-A.0	78	REF	357	1.35116230666608	1813
3HKIF5DF6Z2IOH6S9L2DW88MB4HG90	E0677	de	en	ad	0	uedin-nmt.4723	79	REF	1562	1.35116230666608	1813
