srclang,trglang,segmentId,system1Id,system2Id,system1rank,system2rank
eng,deu,344,C-3MA.4958,online-G.0,1,1
eng,deu,344,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,344,SYSTRAN.4846,online-A.0,1,1
eng,deu,344,SYSTRAN.4846,LIUM-NMT.4733,2,1
eng,deu,344,SYSTRAN.4846,online-B.0,1,1
eng,deu,344,SYSTRAN.4846,KIT.4951,2,1
eng,deu,344,SYSTRAN.4846,online-G.0,1,1
eng,deu,344,SYSTRAN.4846,RWTH-nmt-ensemble.4920,2,1
eng,deu,344,online-A.0,LIUM-NMT.4733,2,1
eng,deu,344,online-A.0,online-B.0,1,1
eng,deu,344,online-A.0,KIT.4951,1,1
eng,deu,344,online-A.0,online-G.0,1,1
eng,deu,344,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,344,LIUM-NMT.4733,online-B.0,1,2
eng,deu,344,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,344,LIUM-NMT.4733,online-G.0,1,1
eng,deu,344,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,344,online-B.0,KIT.4951,1,1
eng,deu,344,online-B.0,online-G.0,1,1
eng,deu,344,online-B.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,344,KIT.4951,online-G.0,1,1
eng,deu,344,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,344,online-G.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,345,online-F.0,SYSTRAN.4846,2,1
eng,deu,345,online-F.0,online-A.0,1,1
eng,deu,345,online-F.0,online-B.0,2,1
eng,deu,345,online-F.0,KIT.4951,2,1
eng,deu,345,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,345,online-F.0,uedin-nmt.4723,2,1
eng,deu,345,SYSTRAN.4846,online-A.0,1,1
eng,deu,345,SYSTRAN.4846,online-B.0,1,1
eng,deu,345,SYSTRAN.4846,KIT.4951,1,1
eng,deu,345,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,345,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,345,online-A.0,online-B.0,2,1
eng,deu,345,online-A.0,KIT.4951,1,1
eng,deu,345,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,345,online-A.0,uedin-nmt.4723,1,1
eng,deu,345,online-B.0,KIT.4951,1,1
eng,deu,345,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,345,online-B.0,uedin-nmt.4723,1,1
eng,deu,345,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,345,KIT.4951,uedin-nmt.4723,1,1
eng,deu,345,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,346,online-F.0,SYSTRAN.4846,2,1
eng,deu,346,online-F.0,online-A.0,1,1
eng,deu,346,online-F.0,LIUM-NMT.4733,2,1
eng,deu,346,online-F.0,online-B.0,1,1
eng,deu,346,online-F.0,KIT.4951,1,1
eng,deu,346,online-F.0,online-G.0,2,1
eng,deu,346,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,346,online-F.0,uedin-nmt.4723,1,1
eng,deu,346,SYSTRAN.4846,online-A.0,1,2
eng,deu,346,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,346,SYSTRAN.4846,online-B.0,1,2
eng,deu,346,SYSTRAN.4846,KIT.4951,1,2
eng,deu,346,SYSTRAN.4846,online-G.0,1,2
eng,deu,346,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,346,SYSTRAN.4846,uedin-nmt.4723,1,2
eng,deu,346,online-A.0,LIUM-NMT.4733,2,1
eng,deu,346,online-A.0,online-B.0,1,1
eng,deu,346,online-A.0,KIT.4951,1,1
eng,deu,346,online-A.0,online-G.0,2,1
eng,deu,346,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,346,online-A.0,uedin-nmt.4723,2,1
eng,deu,346,LIUM-NMT.4733,online-B.0,1,2
eng,deu,346,LIUM-NMT.4733,KIT.4951,1,2
eng,deu,346,LIUM-NMT.4733,online-G.0,1,2
eng,deu,346,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,346,LIUM-NMT.4733,uedin-nmt.4723,1,2
eng,deu,346,online-B.0,KIT.4951,1,1
eng,deu,346,online-B.0,online-G.0,2,1
eng,deu,346,online-B.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,346,online-B.0,uedin-nmt.4723,2,1
eng,deu,346,KIT.4951,online-G.0,2,1
eng,deu,346,KIT.4951,RWTH-nmt-ensemble.4920,2,1
eng,deu,346,KIT.4951,uedin-nmt.4723,2,1
eng,deu,346,online-G.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,346,online-G.0,uedin-nmt.4723,1,2
eng,deu,346,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,2
eng,deu,347,online-F.0,C-3MA.4958,1,1
eng,deu,347,online-F.0,SYSTRAN.4846,2,1
eng,deu,347,online-F.0,online-A.0,2,1
eng,deu,347,online-F.0,LIUM-NMT.4733,2,1
eng,deu,347,online-F.0,online-B.0,2,1
eng,deu,347,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,347,online-F.0,uedin-nmt.4723,2,1
eng,deu,347,C-3MA.4958,SYSTRAN.4846,2,1
eng,deu,347,C-3MA.4958,online-A.0,2,1
eng,deu,347,C-3MA.4958,LIUM-NMT.4733,2,1
eng,deu,347,C-3MA.4958,online-B.0,2,1
eng,deu,347,C-3MA.4958,RWTH-nmt-ensemble.4920,2,1
eng,deu,347,C-3MA.4958,uedin-nmt.4723,2,1
eng,deu,347,SYSTRAN.4846,online-A.0,2,1
eng,deu,347,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,347,SYSTRAN.4846,online-B.0,1,1
eng,deu,347,SYSTRAN.4846,RWTH-nmt-ensemble.4920,2,1
eng,deu,347,SYSTRAN.4846,uedin-nmt.4723,2,1
eng,deu,347,online-A.0,LIUM-NMT.4733,1,1
eng,deu,347,online-A.0,online-B.0,1,1
eng,deu,347,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,347,online-A.0,uedin-nmt.4723,1,1
eng,deu,347,LIUM-NMT.4733,online-B.0,1,1
eng,deu,347,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,347,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,347,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,347,online-B.0,uedin-nmt.4723,1,1
eng,deu,347,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,340,online-F.0,C-3MA.4958,1,1
eng,deu,340,online-F.0,SYSTRAN.4846,1,1
eng,deu,340,online-F.0,online-A.0,1,1
eng,deu,340,online-F.0,LIUM-NMT.4733,1,1
eng,deu,340,online-F.0,online-B.0,1,1
eng,deu,340,online-F.0,KIT.4951,1,1
eng,deu,340,online-F.0,online-G.0,1,1
eng,deu,340,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,340,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,340,C-3MA.4958,online-A.0,1,2
eng,deu,340,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,340,C-3MA.4958,online-B.0,1,2
eng,deu,340,C-3MA.4958,KIT.4951,1,1
eng,deu,340,C-3MA.4958,online-G.0,1,1
eng,deu,340,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,340,SYSTRAN.4846,online-A.0,1,2
eng,deu,340,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,340,SYSTRAN.4846,online-B.0,1,2
eng,deu,340,SYSTRAN.4846,KIT.4951,1,1
eng,deu,340,SYSTRAN.4846,online-G.0,1,2
eng,deu,340,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,340,online-A.0,LIUM-NMT.4733,2,1
eng,deu,340,online-A.0,online-B.0,1,1
eng,deu,340,online-A.0,KIT.4951,2,1
eng,deu,340,online-A.0,online-G.0,1,1
eng,deu,340,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,340,LIUM-NMT.4733,online-B.0,1,2
eng,deu,340,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,340,LIUM-NMT.4733,online-G.0,1,1
eng,deu,340,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,340,online-B.0,KIT.4951,2,1
eng,deu,340,online-B.0,online-G.0,1,1
eng,deu,340,online-B.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,340,KIT.4951,online-G.0,1,1
eng,deu,340,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,340,online-G.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,341,TALP-UPC.4830,online-F.0,1,1
eng,deu,341,TALP-UPC.4830,SYSTRAN.4846,2,1
eng,deu,341,TALP-UPC.4830,online-A.0,2,1
eng,deu,341,TALP-UPC.4830,LIUM-NMT.4733,2,1
eng,deu,341,TALP-UPC.4830,online-B.0,2,1
eng,deu,341,TALP-UPC.4830,online-G.0,2,1
eng,deu,341,TALP-UPC.4830,RWTH-nmt-ensemble.4920,2,1
eng,deu,341,TALP-UPC.4830,uedin-nmt.4723,2,1
eng,deu,341,online-F.0,SYSTRAN.4846,2,1
eng,deu,341,online-F.0,online-A.0,2,1
eng,deu,341,online-F.0,LIUM-NMT.4733,2,1
eng,deu,341,online-F.0,online-B.0,2,1
eng,deu,341,online-F.0,online-G.0,2,1
eng,deu,341,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,341,online-F.0,uedin-nmt.4723,2,1
eng,deu,341,SYSTRAN.4846,online-A.0,1,1
eng,deu,341,SYSTRAN.4846,LIUM-NMT.4733,2,1
eng,deu,341,SYSTRAN.4846,online-B.0,2,1
eng,deu,341,SYSTRAN.4846,online-G.0,1,1
eng,deu,341,SYSTRAN.4846,RWTH-nmt-ensemble.4920,2,1
eng,deu,341,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,341,online-A.0,LIUM-NMT.4733,1,1
eng,deu,341,online-A.0,online-B.0,1,1
eng,deu,341,online-A.0,online-G.0,1,1
eng,deu,341,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,341,online-A.0,uedin-nmt.4723,1,1
eng,deu,341,LIUM-NMT.4733,online-B.0,1,1
eng,deu,341,LIUM-NMT.4733,online-G.0,1,1
eng,deu,341,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,341,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,341,online-B.0,online-G.0,1,1
eng,deu,341,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,341,online-B.0,uedin-nmt.4723,1,1
eng,deu,341,online-G.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,341,online-G.0,uedin-nmt.4723,1,1
eng,deu,341,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,342,online-A.0,online-G.0,1,2
eng,deu,343,TALP-UPC.4830,online-F.0,1,1
eng,deu,343,TALP-UPC.4830,LIUM-NMT.4733,2,1
eng,deu,343,TALP-UPC.4830,online-B.0,2,1
eng,deu,343,TALP-UPC.4830,RWTH-nmt-ensemble.4920,2,1
eng,deu,343,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,343,online-F.0,LIUM-NMT.4733,1,1
eng,deu,343,online-F.0,online-B.0,1,1
eng,deu,343,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,343,online-F.0,uedin-nmt.4723,1,1
eng,deu,343,LIUM-NMT.4733,online-B.0,1,1
eng,deu,343,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,343,LIUM-NMT.4733,uedin-nmt.4723,1,2
eng,deu,343,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,343,online-B.0,uedin-nmt.4723,1,2
eng,deu,343,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,2
eng,deu,2918,TALP-UPC.4830,online-F.0,1,1
eng,deu,2918,TALP-UPC.4830,C-3MA.4958,1,1
eng,deu,2918,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,2918,TALP-UPC.4830,online-A.0,1,1
eng,deu,2918,TALP-UPC.4830,LIUM-NMT.4733,2,1
eng,deu,2918,TALP-UPC.4830,online-B.0,1,1
eng,deu,2918,TALP-UPC.4830,online-G.0,2,1
eng,deu,2918,TALP-UPC.4830,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,2918,online-F.0,C-3MA.4958,1,1
eng,deu,2918,online-F.0,SYSTRAN.4846,1,1
eng,deu,2918,online-F.0,online-A.0,1,1
eng,deu,2918,online-F.0,LIUM-NMT.4733,1,1
eng,deu,2918,online-F.0,online-B.0,1,1
eng,deu,2918,online-F.0,online-G.0,2,1
eng,deu,2918,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,online-F.0,uedin-nmt.4723,1,1
eng,deu,2918,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,2918,C-3MA.4958,online-A.0,1,1
eng,deu,2918,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,2918,C-3MA.4958,online-B.0,1,1
eng,deu,2918,C-3MA.4958,online-G.0,2,1
eng,deu,2918,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,2918,SYSTRAN.4846,online-A.0,1,1
eng,deu,2918,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,2918,SYSTRAN.4846,online-B.0,1,1
eng,deu,2918,SYSTRAN.4846,online-G.0,2,1
eng,deu,2918,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,2918,online-A.0,LIUM-NMT.4733,2,1
eng,deu,2918,online-A.0,online-B.0,1,1
eng,deu,2918,online-A.0,online-G.0,2,1
eng,deu,2918,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,online-A.0,uedin-nmt.4723,1,1
eng,deu,2918,LIUM-NMT.4733,online-B.0,1,2
eng,deu,2918,LIUM-NMT.4733,online-G.0,1,1
eng,deu,2918,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,2918,online-B.0,online-G.0,2,1
eng,deu,2918,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,2918,online-B.0,uedin-nmt.4723,1,1
eng,deu,2918,online-G.0,RWTH-nmt-ensemble.4920,1,2
eng,deu,2918,online-G.0,uedin-nmt.4723,1,2
eng,deu,2918,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,348,TALP-UPC.4830,online-F.0,1,1
eng,deu,348,TALP-UPC.4830,C-3MA.4958,1,1
eng,deu,348,TALP-UPC.4830,SYSTRAN.4846,1,2
eng,deu,348,TALP-UPC.4830,online-A.0,1,1
eng,deu,348,TALP-UPC.4830,LIUM-NMT.4733,1,1
eng,deu,348,TALP-UPC.4830,online-B.0,1,1
eng,deu,348,TALP-UPC.4830,KIT.4951,2,1
eng,deu,348,TALP-UPC.4830,online-G.0,2,1
eng,deu,348,TALP-UPC.4830,RWTH-nmt-ensemble.4920,1,1
eng,deu,348,TALP-UPC.4830,uedin-nmt.4723,2,1
eng,deu,348,online-F.0,C-3MA.4958,1,1
eng,deu,348,online-F.0,SYSTRAN.4846,1,2
eng,deu,348,online-F.0,online-A.0,1,1
eng,deu,348,online-F.0,LIUM-NMT.4733,1,1
eng,deu,348,online-F.0,online-B.0,1,1
eng,deu,348,online-F.0,KIT.4951,2,1
eng,deu,348,online-F.0,online-G.0,2,1
eng,deu,348,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,348,online-F.0,uedin-nmt.4723,1,1
eng,deu,348,C-3MA.4958,SYSTRAN.4846,1,2
eng,deu,348,C-3MA.4958,online-A.0,2,1
eng,deu,348,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,348,C-3MA.4958,online-B.0,1,1
eng,deu,348,C-3MA.4958,KIT.4951,2,1
eng,deu,348,C-3MA.4958,online-G.0,2,1
eng,deu,348,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,348,C-3MA.4958,uedin-nmt.4723,2,1
eng,deu,348,SYSTRAN.4846,online-A.0,2,1
eng,deu,348,SYSTRAN.4846,LIUM-NMT.4733,2,1
eng,deu,348,SYSTRAN.4846,online-B.0,2,1
eng,deu,348,SYSTRAN.4846,KIT.4951,2,1
eng,deu,348,SYSTRAN.4846,online-G.0,2,1
eng,deu,348,SYSTRAN.4846,RWTH-nmt-ensemble.4920,2,1
eng,deu,348,SYSTRAN.4846,uedin-nmt.4723,2,1
eng,deu,348,online-A.0,LIUM-NMT.4733,1,1
eng,deu,348,online-A.0,online-B.0,1,2
eng,deu,348,online-A.0,KIT.4951,2,1
eng,deu,348,online-A.0,online-G.0,1,1
eng,deu,348,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,348,online-A.0,uedin-nmt.4723,1,1
eng,deu,348,LIUM-NMT.4733,online-B.0,1,1
eng,deu,348,LIUM-NMT.4733,KIT.4951,2,1
eng,deu,348,LIUM-NMT.4733,online-G.0,2,1
eng,deu,348,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,348,LIUM-NMT.4733,uedin-nmt.4723,2,1
eng,deu,348,online-B.0,KIT.4951,2,1
eng,deu,348,online-B.0,online-G.0,2,1
eng,deu,348,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,348,online-B.0,uedin-nmt.4723,2,1
eng,deu,348,KIT.4951,online-G.0,1,1
eng,deu,348,KIT.4951,RWTH-nmt-ensemble.4920,1,2
eng,deu,348,KIT.4951,uedin-nmt.4723,1,1
eng,deu,348,online-G.0,RWTH-nmt-ensemble.4920,1,2
eng,deu,348,online-G.0,uedin-nmt.4723,1,1
eng,deu,348,RWTH-nmt-ensemble.4920,uedin-nmt.4723,2,1
eng,deu,349,online-F.0,C-3MA.4958,1,2
eng,deu,349,online-F.0,SYSTRAN.4846,1,2
eng,deu,349,online-F.0,online-A.0,1,2
eng,deu,349,online-F.0,LIUM-NMT.4733,1,2
eng,deu,349,online-F.0,online-B.0,1,1
eng,deu,349,online-F.0,KIT.4951,1,1
eng,deu,349,online-F.0,online-G.0,1,2
eng,deu,349,online-F.0,RWTH-nmt-ensemble.4920,1,2
eng,deu,349,online-F.0,uedin-nmt.4723,1,1
eng,deu,349,C-3MA.4958,SYSTRAN.4846,1,2
eng,deu,349,C-3MA.4958,online-A.0,1,2
eng,deu,349,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,349,C-3MA.4958,online-B.0,1,1
eng,deu,349,C-3MA.4958,KIT.4951,1,1
eng,deu,349,C-3MA.4958,online-G.0,1,2
eng,deu,349,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,349,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,349,SYSTRAN.4846,online-A.0,1,1
eng,deu,349,SYSTRAN.4846,LIUM-NMT.4733,2,1
eng,deu,349,SYSTRAN.4846,online-B.0,2,1
eng,deu,349,SYSTRAN.4846,KIT.4951,2,1
eng,deu,349,SYSTRAN.4846,online-G.0,1,1
eng,deu,349,SYSTRAN.4846,RWTH-nmt-ensemble.4920,2,1
eng,deu,349,SYSTRAN.4846,uedin-nmt.4723,2,1
eng,deu,349,online-A.0,LIUM-NMT.4733,2,1
eng,deu,349,online-A.0,online-B.0,2,1
eng,deu,349,online-A.0,KIT.4951,2,1
eng,deu,349,online-A.0,online-G.0,1,1
eng,deu,349,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,349,online-A.0,uedin-nmt.4723,2,1
eng,deu,349,LIUM-NMT.4733,online-B.0,1,1
eng,deu,349,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,349,LIUM-NMT.4733,online-G.0,1,2
eng,deu,349,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,349,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,349,online-B.0,KIT.4951,1,1
eng,deu,349,online-B.0,online-G.0,1,2
eng,deu,349,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,349,online-B.0,uedin-nmt.4723,1,1
eng,deu,349,KIT.4951,online-G.0,1,2
eng,deu,349,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,349,KIT.4951,uedin-nmt.4723,1,1
eng,deu,349,online-G.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,349,online-G.0,uedin-nmt.4723,2,1
eng,deu,349,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,967,online-F.0,C-3MA.4958,2,1
eng,deu,967,online-F.0,SYSTRAN.4846,2,1
eng,deu,967,online-F.0,online-A.0,2,1
eng,deu,967,online-F.0,LIUM-NMT.4733,2,1
eng,deu,967,online-F.0,online-B.0,2,1
eng,deu,967,C-3MA.4958,SYSTRAN.4846,2,1
eng,deu,967,C-3MA.4958,online-A.0,2,1
eng,deu,967,C-3MA.4958,LIUM-NMT.4733,2,1
eng,deu,967,C-3MA.4958,online-B.0,1,1
eng,deu,967,SYSTRAN.4846,online-A.0,1,1
eng,deu,967,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,967,SYSTRAN.4846,online-B.0,1,1
eng,deu,967,online-A.0,LIUM-NMT.4733,1,1
eng,deu,967,online-A.0,online-B.0,1,1
eng,deu,967,LIUM-NMT.4733,online-B.0,1,1
eng,deu,1653,TALP-UPC.4830,online-F.0,1,1
eng,deu,1653,TALP-UPC.4830,C-3MA.4958,1,1
eng,deu,1653,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,1653,TALP-UPC.4830,online-A.0,1,1
eng,deu,1653,TALP-UPC.4830,LIUM-NMT.4733,1,1
eng,deu,1653,TALP-UPC.4830,online-B.0,1,1
eng,deu,1653,TALP-UPC.4830,KIT.4951,1,1
eng,deu,1653,TALP-UPC.4830,online-G.0,1,1
eng,deu,1653,TALP-UPC.4830,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,1653,online-F.0,C-3MA.4958,1,1
eng,deu,1653,online-F.0,SYSTRAN.4846,1,1
eng,deu,1653,online-F.0,online-A.0,1,1
eng,deu,1653,online-F.0,LIUM-NMT.4733,1,1
eng,deu,1653,online-F.0,online-B.0,1,1
eng,deu,1653,online-F.0,KIT.4951,1,1
eng,deu,1653,online-F.0,online-G.0,1,1
eng,deu,1653,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,online-F.0,uedin-nmt.4723,1,1
eng,deu,1653,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1653,C-3MA.4958,online-A.0,1,1
eng,deu,1653,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,1653,C-3MA.4958,online-B.0,1,1
eng,deu,1653,C-3MA.4958,KIT.4951,1,1
eng,deu,1653,C-3MA.4958,online-G.0,1,1
eng,deu,1653,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,1653,SYSTRAN.4846,online-A.0,1,1
eng,deu,1653,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1653,SYSTRAN.4846,online-B.0,1,1
eng,deu,1653,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1653,SYSTRAN.4846,online-G.0,1,1
eng,deu,1653,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,1653,online-A.0,LIUM-NMT.4733,1,1
eng,deu,1653,online-A.0,online-B.0,1,1
eng,deu,1653,online-A.0,KIT.4951,1,1
eng,deu,1653,online-A.0,online-G.0,1,1
eng,deu,1653,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,online-A.0,uedin-nmt.4723,1,1
eng,deu,1653,LIUM-NMT.4733,online-B.0,1,1
eng,deu,1653,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,1653,LIUM-NMT.4733,online-G.0,1,1
eng,deu,1653,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,1653,online-B.0,KIT.4951,1,1
eng,deu,1653,online-B.0,online-G.0,1,1
eng,deu,1653,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,online-B.0,uedin-nmt.4723,1,1
eng,deu,1653,KIT.4951,online-G.0,1,1
eng,deu,1653,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,1653,KIT.4951,uedin-nmt.4723,1,1
